event_date,event_name,user_pseudo_id,event_value_in_usd
20210131,page_view,1026454.4271112504,
20210131,scroll,1026454.4271112504,
20210131,page_view,1026454.4271112504,
20210131,user_engagement,1026454.4271112504,
20210131,session_start,1026454.4271112504,
20210131,first_visit,1026454.4271112504,
20210131,session_start,1029692.9551304564,
20210131,first_visit,1029692.9551304564,
20210131,page_view,1029692.9551304564,
20210131,page_view,1029692.9551304564,
20210131,user_engagement,1029692.9551304564,
20210131,user_engagement,1031480.8260955562,
20210131,page_view,1031480.8260955562,
20210131,first_visit,1031480.8260955562,
20210131,page_view,1031480.8260955562,
20210131,session_start,1031480.8260955562,
20210131,session_start,1034924.6134685361,
20210131,first_visit,1034924.6134685361,
20210131,page_view,1034924.6134685361,
20210131,page_view,1034924.6134685361,
20210131,session_start,1037360.4939379761,
20210131,page_view,1037360.4939379761,
20210131,first_visit,1037360.4939379761,
20210131,page_view,1037360.4939379761,
20210131,user_engagement,1037755.3882512534,
20210131,page_view,1037755.3882512534,
20210131,session_start,1037755.3882512534,
20210131,user_engagement,1037755.3882512534,
20210131,page_view,1037755.3882512534,
20210131,page_view,1037755.3882512534,
20210131,first_visit,1037755.3882512534,
20210131,scroll,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,scroll,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,scroll,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,scroll,1044444.3778737727,
20210131,user_engagement,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,session_start,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,first_visit,1044444.3778737727,
20210131,page_view,1044444.3778737727,
20210131,page_view,1059953.4638722992,
20210131,first_visit,1059953.4638722992,
20210131,page_view,1059953.4638722992,
20210131,session_start,1059953.4638722992,
20210131,page_view,1059953.4638722992,
20210131,user_engagement,1059953.4638722992,
20210131,scroll,1059953.4638722992,
20210131,user_engagement,1059953.4638722992,
20210131,view_promotion,1059953.4638722992,
20210131,page_view,1059953.4638722992,
20210131,scroll,1059953.4638722992,
20210131,user_engagement,1059953.4638722992,
20210131,page_view,1069458.5921197239,
20210131,session_start,1069458.5921197239,
20210131,page_view,1069458.5921197239,
20210131,first_visit,1069458.5921197239,
20210131,session_start,1070234.6499880921,
20210131,first_visit,1070234.6499880921,
20210131,page_view,1070234.6499880921,
20210131,page_view,1070234.6499880921,
20210131,user_engagement,1070234.6499880921,
20210131,session_start,1095407.7609659002,
20210131,page_view,1095407.7609659002,
20210131,page_view,1095407.7609659002,
20210131,first_visit,1095407.7609659002,
20210131,user_engagement,1101008.7270961499,
20210131,session_start,1101008.7270961499,
20210131,page_view,1101008.7270961499,
20210131,page_view,1101008.7270961499,
20210131,first_visit,1101008.7270961499,
20210131,session_start,1104658.1789443296,
20210131,first_visit,1104658.1789443296,
20210131,user_engagement,1104658.1789443296,
20210131,page_view,1104658.1789443296,
20210131,page_view,1104658.1789443296,
20210131,page_view,1106781.1369843736,
20210131,session_start,1106781.1369843736,
20210131,first_visit,1106781.1369843736,
20210131,user_engagement,1114805.9678711833,
20210131,page_view,1114805.9678711833,
20210131,view_item,1114805.9678711833,
20210131,page_view,1114805.9678711833,
20210131,first_visit,1114805.9678711833,
20210131,page_view,1114805.9678711833,
20210131,session_start,1114805.9678711833,
20210131,page_view,1114805.9678711833,
